application_id,applicant_id,as_of_date,credit_history_status,credit_history_months_observed,max_days_overdue,delinquent_event_count,total_outstanding_debt,total_overdue_amount,debt_to_income_ratio,overdue_amount_to_income,delinquency_points,debt_burden_points,risk_tier_score,risk_tier,risk_tier_basis,risk_tier_ruleset_version
LA100346,APP100346,2026-07-15,ESTABLISHED,23,0.0,0,100564.73,0.0,0.4917,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100347,APP100347,2024-03-18,ESTABLISHED,18,0.0,0,176201.82,0.0,1.6763,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100348,APP100348,2026-03-22,ESTABLISHED,24,0.0,0,61510.54,0.0,0.8249,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100349,APP100349,2025-01-26,ESTABLISHED,10,30.0,3,109488.09,4566.18,1.1,0.0459,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100350,APP100350,2024-09-20,ESTABLISHED,18,19.0,1,149815.19,5650.14,0.9,0.0339,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100351,APP100351,2024-06-16,ESTABLISHED,6,60.0,1,53187.66,6185.22,0.6544,0.0761,3,2,8.0,T5,CREDIT_HISTORY,1.0
LA100352,APP100352,2026-09-04,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100353,APP100353,2026-07-10,ESTABLISHED,6,46.0,1,16891.98,2680.78,0.4109,0.0652,2,1,6.0,T4,CREDIT_HISTORY,1.0
LA100354,APP100354,2025-02-15,ESTABLISHED,10,0.0,0,100244.4,0.0,0.9369,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100355,APP100355,2025-12-23,ESTABLISHED,11,0.0,0,119086.6,0.0,0.8233,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100356,APP100356,2024-08-29,ESTABLISHED,13,0.0,0,90952.33,0.0,0.465,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100357,APP100357,2026-04-20,ESTABLISHED,12,120.0,3,182637.62,7698.43,0.9357,0.0394,5,3,10.0,T5,CREDIT_HISTORY,1.0
LA100358,APP100358,2026-07-14,ESTABLISHED,24,0.0,0,87828.93,0.0,1.3078,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100359,APP100359,2024-06-24,LIMITED_HISTORY,4,0.0,0,58888.47,0.0,0.4136,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100360,APP100360,2024-06-16,ESTABLISHED,6,0.0,0,181791.24,0.0,0.7873,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100361,APP100361,2025-02-13,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100362,APP100362,2026-05-31,ESTABLISHED,19,0.0,0,201206.92,0.0,0.8781,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100363,APP100363,2024-11-10,ESTABLISHED,7,0.0,0,57384.68,0.0,0.3777,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100364,APP100364,2024-06-15,ESTABLISHED,6,91.0,1,18555.19,2197.35,0.1716,0.0203,4,0,6.0,T4,CREDIT_HISTORY,1.0
LA100365,APP100365,2026-03-08,ESTABLISHED,6,0.0,0,116813.34,0.0,0.5703,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100366,APP100366,2024-06-10,ESTABLISHED,17,0.0,0,72680.57,0.0,0.4625,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100367,APP100367,2024-01-25,ESTABLISHED,9,30.0,1,73188.92,9429.77,1.1245,0.1449,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100368,APP100368,2025-03-11,ESTABLISHED,19,0.0,0,85620.04,0.0,0.4667,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100369,APP100369,2026-09-30,ESTABLISHED,6,103.0,1,97778.91,14519.93,1.4638,0.2174,4,3,10.0,T5,CREDIT_HISTORY,1.0
LA100370,APP100370,2025-04-07,ESTABLISHED,13,0.0,0,33922.16,0.0,0.3324,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100371,APP100371,2025-04-17,ESTABLISHED,23,0.0,0,41441.37,0.0,0.5223,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100372,APP100372,2026-09-27,ESTABLISHED,20,0.0,0,90159.83,0.0,0.3841,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100373,APP100373,2025-12-30,LIMITED_HISTORY,3,0.0,0,46604.12,0.0,0.308,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100374,APP100374,2025-07-15,LIMITED_HISTORY,4,30.0,3,62778.29,1345.85,0.3356,0.0072,2,1,4.0,T3,LIMITED_HISTORY,1.0
LA100375,APP100375,2024-01-05,ESTABLISHED,14,30.0,2,276262.3,32512.11,1.3504,0.1589,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100376,APP100376,2024-07-02,ESTABLISHED,14,32.0,1,139903.2,10197.9,0.6114,0.0446,2,2,6.0,T4,CREDIT_HISTORY,1.0
LA100377,APP100377,2024-06-23,ESTABLISHED,13,0.0,0,184848.37,0.0,1.4524,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100378,APP100378,2025-02-24,ESTABLISHED,11,32.0,2,211598.45,3471.17,1.2556,0.0206,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100379,APP100379,2024-03-12,ESTABLISHED,17,15.0,2,125510.95,2705.1,1.4239,0.0307,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100380,APP100380,2026-02-05,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100381,APP100381,2026-05-10,ESTABLISHED,23,120.0,1,200310.37,5821.64,1.0445,0.0304,5,3,10.0,T5,CREDIT_HISTORY,1.0
LA100382,APP100382,2024-05-13,ESTABLISHED,13,0.0,0,35637.48,0.0,0.3636,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100383,APP100383,2025-09-11,ESTABLISHED,11,90.0,1,40004.55,1825.95,0.6706,0.0306,4,2,8.0,T5,CREDIT_HISTORY,1.0
LA100384,APP100384,2026-03-04,LIMITED_HISTORY,5,0.0,0,51162.83,0.0,0.4972,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100385,APP100385,2026-10-13,ESTABLISHED,22,94.0,1,164982.42,28712.87,1.2779,0.2224,4,3,10.0,T5,CREDIT_HISTORY,1.0
LA100386,APP100386,2026-11-26,ESTABLISHED,23,68.0,4,82333.05,4520.23,1.1514,0.0632,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100387,APP100387,2025-08-07,ESTABLISHED,24,0.0,0,100087.33,0.0,0.7672,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100388,APP100388,2026-09-11,ESTABLISHED,6,0.0,0,44582.07,0.0,0.4277,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100389,APP100389,2024-06-04,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100390,APP100390,2026-06-29,ESTABLISHED,20,32.0,1,217617.79,10243.68,0.959,0.0451,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100391,APP100391,2024-09-02,ESTABLISHED,14,0.0,0,103640.08,0.0,0.6526,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100392,APP100392,2024-11-30,ESTABLISHED,14,0.0,0,64189.36,0.0,0.2679,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100393,APP100393,2024-05-29,ESTABLISHED,8,0.0,0,96355.9,0.0,0.628,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100394,APP100394,2024-01-03,ESTABLISHED,19,0.0,0,79512.81,0.0,0.3893,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100395,APP100395,2026-09-02,ESTABLISHED,18,0.0,0,186079.8,0.0,0.7929,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100396,APP100396,2024-01-06,ESTABLISHED,13,0.0,0,38475.45,0.0,0.6446,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100397,APP100397,2024-09-29,ESTABLISHED,7,0.0,0,87990.7,0.0,0.4717,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100398,APP100398,2025-11-02,ESTABLISHED,6,0.0,0,109578.79,0.0,0.4814,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100399,APP100399,2026-07-18,ESTABLISHED,15,20.0,1,55184.13,2936.57,0.7905,0.0421,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100400,APP100400,2026-11-17,LIMITED_HISTORY,4,15.0,3,82853.85,5321.92,0.735,0.0472,1,2,5.0,T3,LIMITED_HISTORY,1.0
LA100401,APP100401,2025-06-10,ESTABLISHED,12,61.0,1,98800.69,8670.75,0.8015,0.0703,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100402,APP100402,2026-01-11,ESTABLISHED,13,0.0,0,70970.75,0.0,0.4363,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100403,APP100403,2026-01-06,ESTABLISHED,13,0.0,0,258169.28,0.0,1.2185,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100404,APP100404,2026-01-27,LIMITED_HISTORY,1,0.0,0,28202.8,0.0,0.2616,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100405,APP100405,2025-08-10,LIMITED_HISTORY,5,60.0,3,40681.02,3990.23,0.955,0.0937,3,3,9.0,T5,LIMITED_HISTORY,1.0
LA100406,APP100406,2024-04-27,ESTABLISHED,6,15.0,1,50646.92,2589.0,0.3192,0.0163,1,1,3.0,T2,CREDIT_HISTORY,1.0
LA100407,APP100407,2025-09-17,ESTABLISHED,16,30.0,2,117342.75,6597.6,2.376,0.1336,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100408,APP100408,2025-02-18,LIMITED_HISTORY,5,108.0,1,78074.38,14055.77,0.4407,0.0793,4,1,8.0,T5,LIMITED_HISTORY,1.0
LA100409,APP100409,2025-09-01,ESTABLISHED,20,0.0,0,128032.32,0.0,0.7327,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100410,APP100410,2024-08-23,ESTABLISHED,8,0.0,0,178233.58,0.0,0.8338,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100411,APP100411,2025-08-30,ESTABLISHED,9,0.0,0,150656.14,0.0,0.6268,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100412,APP100412,2025-08-13,ESTABLISHED,19,0.0,0,49530.79,0.0,0.231,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100413,APP100413,2025-02-05,ESTABLISHED,18,0.0,0,188236.6,0.0,0.7694,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100414,APP100414,2024-06-10,ESTABLISHED,19,0.0,0,88864.9,0.0,0.3685,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100415,APP100415,2026-05-05,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100416,APP100416,2025-01-05,ESTABLISHED,11,0.0,0,176213.24,0.0,1.3339,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100417,APP100417,2024-12-14,ESTABLISHED,19,23.0,1,43175.83,1431.27,0.9256,0.0307,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100418,APP100418,2026-07-05,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100419,APP100419,2024-07-30,NO_HISTORY,0,,0,,,,,0,0,,T3,NO_CREDIT_HISTORY,1.0
LA100420,APP100420,2026-08-12,ESTABLISHED,10,15.0,1,83884.5,8431.36,0.3385,0.034,1,1,4.0,T3,CREDIT_HISTORY,1.0
LA100421,APP100421,2024-10-23,ESTABLISHED,21,0.0,0,73089.11,0.0,0.637,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100422,APP100422,2026-10-19,ESTABLISHED,6,0.0,0,117977.87,0.0,0.7626,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100423,APP100423,2026-11-10,ESTABLISHED,22,0.0,0,92878.76,0.0,0.512,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100424,APP100424,2026-08-23,ESTABLISHED,12,120.0,2,300600.74,31041.1,1.818,0.1877,5,3,11.0,T5,CREDIT_HISTORY,1.0
LA100425,APP100425,2026-07-02,ESTABLISHED,21,28.0,1,70652.3,2869.13,0.9641,0.0392,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100426,APP100426,2025-09-02,ESTABLISHED,15,0.0,0,50159.92,0.0,0.5418,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100427,APP100427,2026-09-26,ESTABLISHED,22,23.0,1,191489.49,5445.21,0.8412,0.0239,1,3,6.0,T4,CREDIT_HISTORY,1.0
LA100428,APP100428,2025-06-19,ESTABLISHED,8,71.0,1,47992.0,6523.82,0.6268,0.0852,3,2,8.0,T5,CREDIT_HISTORY,1.0
LA100429,APP100429,2025-03-18,ESTABLISHED,9,68.0,1,122141.86,11445.63,0.9174,0.086,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100430,APP100430,2026-03-30,ESTABLISHED,7,0.0,0,115596.98,0.0,0.5138,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100431,APP100431,2024-06-30,ESTABLISHED,22,0.0,0,138508.29,0.0,0.922,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100432,APP100432,2025-02-14,ESTABLISHED,12,30.0,2,111606.18,8917.68,0.5569,0.0445,2,2,6.0,T4,CREDIT_HISTORY,1.0
LA100433,APP100433,2025-12-20,ESTABLISHED,11,0.0,0,115384.7,0.0,1.2524,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100434,APP100434,2024-03-21,LIMITED_HISTORY,2,0.0,0,53413.56,0.0,0.3007,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100435,APP100435,2024-07-02,ESTABLISHED,24,0.0,0,78554.19,0.0,0.5801,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100436,APP100436,2024-11-17,ESTABLISHED,19,67.0,1,118569.16,10976.28,0.9306,0.0861,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100437,APP100437,2025-01-28,ESTABLISHED,18,0.0,0,62743.44,0.0,0.4122,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100438,APP100438,2025-03-31,ESTABLISHED,7,60.0,1,278693.65,49207.44,1.499,0.2647,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100439,APP100439,2025-03-03,LIMITED_HISTORY,2,0.0,0,67582.46,0.0,0.3233,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100440,APP100440,2025-08-04,ESTABLISHED,19,0.0,0,112160.05,0.0,0.5554,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100441,APP100441,2026-02-26,ESTABLISHED,13,99.0,6,107479.18,7201.89,0.6992,0.0468,4,2,8.0,T5,CREDIT_HISTORY,1.0
LA100442,APP100442,2025-06-28,ESTABLISHED,15,0.0,0,35539.57,0.0,0.2693,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100443,APP100443,2026-03-19,LIMITED_HISTORY,3,0.0,0,59097.05,0.0,0.3048,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100444,APP100444,2025-02-23,ESTABLISHED,21,0.0,0,59968.18,0.0,0.5547,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100445,APP100445,2024-06-24,ESTABLISHED,13,0.0,0,47203.26,0.0,0.3263,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100446,APP100446,2025-01-30,ESTABLISHED,23,0.0,0,63525.9,0.0,0.2583,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100447,APP100447,2026-07-22,ESTABLISHED,6,30.0,1,76898.04,8805.26,1.0191,0.1167,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100448,APP100448,2024-06-23,ESTABLISHED,7,19.0,2,64570.61,3269.57,0.6301,0.0319,1,2,5.0,T3,CREDIT_HISTORY,1.0
LA100449,APP100449,2025-08-07,ESTABLISHED,20,0.0,0,73870.07,0.0,0.9611,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100450,APP100450,2026-04-21,ESTABLISHED,16,0.0,0,96009.99,0.0,0.8986,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100451,APP100451,2026-04-06,ESTABLISHED,19,0.0,0,61599.09,0.0,1.1824,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100452,APP100452,2025-12-15,ESTABLISHED,6,0.0,0,37216.79,0.0,0.611,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100453,APP100453,2026-01-28,ESTABLISHED,23,20.0,3,104331.96,12343.31,1.0276,0.1216,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100454,APP100454,2024-11-20,ESTABLISHED,18,0.0,0,42871.68,0.0,0.3729,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100455,APP100455,2025-10-05,LIMITED_HISTORY,1,0.0,0,86609.74,0.0,0.3534,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100456,APP100456,2026-02-05,LIMITED_HISTORY,5,0.0,0,18221.98,0.0,0.1251,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100457,APP100457,2026-06-14,ESTABLISHED,11,0.0,0,71193.39,0.0,0.6447,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100458,APP100458,2026-10-29,ESTABLISHED,20,0.0,0,72359.52,0.0,0.4955,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100459,APP100459,2026-09-05,ESTABLISHED,10,0.0,0,119932.34,0.0,0.6529,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100460,APP100460,2025-12-25,ESTABLISHED,8,60.0,2,33164.83,598.41,0.6278,0.0113,3,2,6.0,T4,CREDIT_HISTORY,1.0
LA100461,APP100461,2026-04-21,ESTABLISHED,14,0.0,0,76343.98,0.0,0.8107,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100462,APP100462,2025-07-04,ESTABLISHED,11,90.0,1,110217.13,22397.97,0.5431,0.1104,4,2,9.0,T5,CREDIT_HISTORY,1.0
LA100463,APP100463,2026-09-06,ESTABLISHED,23,15.0,4,449513.65,20343.64,1.8724,0.0847,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100464,APP100464,2026-10-01,ESTABLISHED,20,0.0,0,49325.6,0.0,0.5345,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100465,APP100465,2025-11-04,ESTABLISHED,12,0.0,0,33824.94,0.0,0.6359,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100466,APP100466,2025-09-01,ESTABLISHED,17,0.0,0,121674.99,0.0,0.6871,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100467,APP100467,2026-08-31,ESTABLISHED,16,0.0,0,112190.39,0.0,0.7115,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100468,APP100468,2024-09-12,ESTABLISHED,17,17.0,1,43760.41,823.73,0.5556,0.0105,1,2,4.0,T3,CREDIT_HISTORY,1.0
LA100469,APP100469,2025-11-23,ESTABLISHED,6,0.0,0,82213.01,0.0,0.4066,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100470,APP100470,2025-11-02,ESTABLISHED,21,70.0,2,64924.22,11991.35,0.7907,0.146,3,3,9.0,T5,CREDIT_HISTORY,1.0
LA100471,APP100471,2025-01-15,ESTABLISHED,16,31.0,1,275713.96,24516.01,1.135,0.1009,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100472,APP100472,2024-09-16,ESTABLISHED,10,0.0,0,74592.74,0.0,0.5833,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100473,APP100473,2025-09-09,ESTABLISHED,8,0.0,0,30312.34,0.0,0.5925,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100474,APP100474,2026-01-24,ESTABLISHED,23,0.0,0,212078.4,0.0,0.9276,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100475,APP100475,2026-12-03,ESTABLISHED,6,0.0,0,40338.61,0.0,0.6024,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100476,APP100476,2026-09-02,ESTABLISHED,18,60.0,1,64513.92,7124.08,0.6037,0.0667,3,2,8.0,T5,CREDIT_HISTORY,1.0
LA100477,APP100477,2024-06-28,ESTABLISHED,20,0.0,0,50511.26,0.0,0.3862,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100478,APP100478,2024-10-01,ESTABLISHED,18,30.0,1,131315.68,17484.92,0.6449,0.0859,2,2,7.0,T4,CREDIT_HISTORY,1.0
LA100479,APP100479,2024-04-02,ESTABLISHED,20,62.0,1,118577.94,9027.33,0.5386,0.041,3,2,7.0,T4,CREDIT_HISTORY,1.0
LA100480,APP100480,2025-04-02,ESTABLISHED,10,99.0,1,315370.24,48800.87,1.626,0.2516,4,3,10.0,T5,CREDIT_HISTORY,1.0
LA100481,APP100481,2024-05-20,LIMITED_HISTORY,5,0.0,0,28051.24,0.0,0.4266,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100482,APP100482,2026-07-23,ESTABLISHED,21,0.0,0,69061.81,0.0,1.6399,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100483,APP100483,2025-08-29,ESTABLISHED,17,0.0,0,66166.21,0.0,1.0694,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100484,APP100484,2026-05-11,ESTABLISHED,15,0.0,0,55344.53,0.0,0.8221,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100485,APP100485,2024-01-08,ESTABLISHED,23,17.0,1,194399.6,22174.64,1.3361,0.1524,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100486,APP100486,2026-04-13,ESTABLISHED,19,0.0,0,135341.14,0.0,0.5678,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100487,APP100487,2026-08-05,ESTABLISHED,11,41.0,2,59490.22,3944.32,0.8009,0.0531,2,3,8.0,T5,CREDIT_HISTORY,1.0
LA100488,APP100488,2024-11-17,ESTABLISHED,12,0.0,0,117011.42,0.0,1.1804,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100489,APP100489,2026-04-12,ESTABLISHED,21,15.0,3,162954.32,7247.17,0.6707,0.0298,1,2,5.0,T3,CREDIT_HISTORY,1.0
LA100490,APP100490,2024-08-17,ESTABLISHED,16,0.0,0,28539.54,0.0,0.321,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100491,APP100491,2024-05-03,ESTABLISHED,24,0.0,0,142341.54,0.0,0.5804,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100492,APP100492,2026-10-25,ESTABLISHED,6,15.0,1,32295.29,2492.04,0.249,0.0192,1,0,2.0,T2,CREDIT_HISTORY,1.0
LA100493,APP100493,2025-05-10,ESTABLISHED,6,0.0,0,54148.3,0.0,0.9695,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100494,APP100494,2026-12-05,ESTABLISHED,20,0.0,0,44757.71,0.0,0.6561,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100495,APP100495,2024-04-02,ESTABLISHED,19,15.0,3,72294.12,6232.33,1.977,0.1704,1,3,7.0,T4,CREDIT_HISTORY,1.0
LA100496,APP100496,2026-10-27,ESTABLISHED,20,0.0,0,181641.21,0.0,0.9156,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100497,APP100497,2025-08-13,ESTABLISHED,12,0.0,0,41269.49,0.0,0.1664,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100498,APP100498,2024-05-11,ESTABLISHED,15,0.0,0,19191.05,0.0,0.2845,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100499,APP100499,2026-10-29,ESTABLISHED,6,0.0,0,32088.47,0.0,0.5665,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100500,APP100500,2026-03-25,ESTABLISHED,15,35.0,1,20399.5,420.83,0.4637,0.0096,2,1,4.0,T3,CREDIT_HISTORY,1.0
LA100501,APP100501,2024-10-18,ESTABLISHED,11,0.0,0,187961.78,0.0,0.9655,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100502,APP100502,2026-01-23,ESTABLISHED,18,0.0,0,62480.32,0.0,0.6639,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100503,APP100503,2025-02-07,ESTABLISHED,15,0.0,0,37718.3,0.0,0.2481,0.0,0,0,0.0,T1,CREDIT_HISTORY,1.0
LA100504,APP100504,2026-06-29,ESTABLISHED,12,0.0,0,86835.1,0.0,0.4857,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100505,APP100505,2024-11-24,ESTABLISHED,16,0.0,0,161394.0,0.0,0.9315,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100506,APP100506,2026-05-19,ESTABLISHED,18,60.0,3,173135.01,3812.45,2.0213,0.0445,3,3,8.0,T5,CREDIT_HISTORY,1.0
LA100507,APP100507,2025-01-16,LIMITED_HISTORY,4,0.0,0,46343.38,0.0,0.2468,0.0,0,0,0.0,T1,LIMITED_HISTORY,1.0
LA100508,APP100508,2026-01-14,ESTABLISHED,11,15.0,2,107146.21,8851.1,0.6801,0.0562,1,2,6.0,T4,CREDIT_HISTORY,1.0
LA100509,APP100509,2025-02-26,ESTABLISHED,17,0.0,0,169570.04,0.0,0.8487,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100510,APP100510,2024-04-28,ESTABLISHED,17,0.0,0,126987.39,0.0,0.5928,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100511,APP100511,2025-12-16,ESTABLISHED,19,0.0,0,169665.71,0.0,1.0075,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100512,APP100512,2026-01-20,ESTABLISHED,21,0.0,0,33313.41,0.0,0.3363,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100513,APP100513,2026-11-07,ESTABLISHED,21,0.0,0,110983.35,0.0,0.7258,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100514,APP100514,2026-05-22,LIMITED_HISTORY,4,0.0,0,69706.75,0.0,0.4569,0.0,0,1,1.0,T1,LIMITED_HISTORY,1.0
LA100515,APP100515,2026-12-17,ESTABLISHED,13,0.0,0,66138.58,0.0,0.3763,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
LA100516,APP100516,2026-02-28,ESTABLISHED,16,0.0,0,96997.54,0.0,0.9081,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100517,APP100517,2025-05-02,ESTABLISHED,7,30.0,3,29282.63,1699.26,0.7629,0.0443,2,3,7.0,T4,CREDIT_HISTORY,1.0
LA100518,APP100518,2024-08-02,ESTABLISHED,21,0.0,0,190837.37,0.0,0.8651,0.0,0,3,3.0,T2,CREDIT_HISTORY,1.0
LA100519,APP100519,2024-09-08,ESTABLISHED,18,0.0,0,90826.29,0.0,0.5117,0.0,0,2,2.0,T2,CREDIT_HISTORY,1.0
LA100520,APP100520,2024-07-16,ESTABLISHED,16,0.0,0,99538.44,0.0,0.4397,0.0,0,1,1.0,T1,CREDIT_HISTORY,1.0
