event_id,application_id,event_date,prior_tier,new_tier,prior_fico,new_fico,tier_changed_flag,bureau_source,event_status,event_reason
E0000606,APP100193,2024-01-29,T2,T2,771,772,False,Experian,Completed,Fraud Verification
E0000607,APP100193,2024-04-07,T3,T3,739,719,False,Experian,Completed,Fraud Verification
E0000608,APP100193,2024-10-23,T2,T2,753,754,False,TransUnion,Completed,Initial Application
E0000609,APP100194,2025-02-09,T2,T2,754,764,False,Equifax,Completed,Manual Review
E0000610,APP100194,2025-04-26,T2,T2,776,781,False,Experian,Completed,Re-Pull After Correction
E0000611,APP100194,2025-10-05,T2,T2,752,747,False,Experian,Completed,Fraud Verification
E0000612,APP100195,2023-08-04,T5,T5,408,423,False,Experian,Completed,Re-Pull After Correction
E0000613,APP100196,2025-01-19,T2,T2,760,755,False,TransUnion,Completed,Manual Review
E0000614,APP100196,2025-05-08,T1,T1,801,801,False,Experian,Completed,Re-Pull After Correction
E0000615,APP100197,2025-08-02,T5,T5,338,331,False,Experian,Completed,Manual Review
E0000616,APP100197,2025-12-06,T5,T5,323,318,False,Equifax,Completed,Credit Refresh
E0000617,APP100197,2026-07-10,T5,T5,315,321,False,Equifax,Completed,Manual Review
E0000618,APP100198,2025-01-15,T4,T3,672,689,True,TransUnion,Completed,Initial Application
E0000619,APP100198,2025-03-26,T3,T3,682,699,False,TransUnion,Completed,Initial Application
E0000620,APP100199,2026-01-12,T3,T3,720,701,False,Equifax,Completed,Fraud Verification
E0000621,APP100200,2024-07-23,T3,T3,695,685,False,Experian,Completed,Re-Pull After Correction
E0000622,APP100200,2024-01-30,T4,T4,661,653,False,Experian,Completed,Fraud Verification
E0000623,APP100201,2024-07-12,T4,T4,629,621,False,Experian,Completed,Fraud Verification
E0000624,APP100201,2024-02-22,T4,T4,637,652,False,Experian,Completed,Re-Pull After Correction
E0000625,APP100202,2023-11-23,T1,T1,845,825,False,Experian,Completed,Manual Review
E0000626,APP100203,2022-10-18,T4,T4,656,652,False,Equifax,Completed,Credit Refresh
E0000627,APP100203,2023-06-29,T4,T4,622,632,False,Equifax,Resubmitted,Fraud Verification
E0000628,APP100203,2023-07-20,T4,T4,620,639,False,TransUnion,Completed,Re-Pull After Correction
E0000629,APP100203,2023-07-04,T4,T4,657,643,False,Experian,Completed,Credit Refresh
E0000630,APP100204,2026-03-15,T4,T4,670,677,False,Experian,Completed,Credit Refresh
E0000631,APP100205,2024-04-21,T2,T2,750,753,False,Experian,Completed,Manual Review
E0000632,APP100205,2024-05-18,T2,T3,744,732,True,Equifax,Completed,Manual Review
E0000633,APP100206,2025-01-15,T3,T3,728,721,False,Experian,Completed,Initial Application
E0000634,APP100206,2025-11-24,T3,T3,719,728,False,Experian,Completed,Credit Refresh
E0000635,APP100206,2025-08-24,T3,T2,728,746,True,Experian,Completed,Re-Pull After Correction
E0000636,APP100206,2025-09-06,T3,T3,705,688,False,Equifax,Pending,Re-Pull After Correction
E0000637,APP100206,2026-04-28,T3,T3,694,692,False,Equifax,Completed,Manual Review
E0000638,APP100207,2024-09-06,T4,T4,675,667,False,TransUnion,Completed,Manual Review
E0000639,APP100207,2025-01-20,T3,T3,691,682,False,Experian,Completed,Credit Refresh
E0000640,APP100207,2025-03-27,T4,T4,670,673,False,Equifax,Completed,Credit Refresh
E0000641,APP100208,2025-01-08,T4,T4,678,667,False,TransUnion,Completed,Manual Review
E0000642,APP100208,2024-12-03,T3,T3,697,715,False,Experian,Pending,Credit Refresh
E0000643,APP100208,2025-07-17,T3,T3,680,682,False,Experian,Completed,Re-Pull After Correction
E0000644,APP100208,2025-06-22,T3,T3,700,705,False,Experian,Completed,Fraud Verification
E0000645,APP100208,2025-09-09,T4,T4,671,663,False,TransUnion,Completed,Initial Application
E0000646,APP100209,2024-06-11,T3,T3,698,688,False,Equifax,Completed,Re-Pull After Correction
E0000647,APP100209,2024-05-24,T3,T3,700,686,False,Experian,Completed,Fraud Verification
E0000648,APP100210,2024-07-05,T3,T3,713,729,False,Experian,Completed,Manual Review
E0000649,APP100210,2024-06-03,T3,T3,717,697,False,TransUnion,Completed,Credit Refresh
E0000650,APP100210,2025-06-19,T3,T3,702,700,False,TransUnion,Completed,Re-Pull After Correction
E0000651,APP100211,2025-05-28,T3,T3,707,714,False,Equifax,Completed,Initial Application
E0000652,APP100211,2025-06-23,T4,T4,676,673,False,Experian,Completed,Fraud Verification
E0000653,APP100212,2023-09-05,T3,T3,696,692,False,Experian,Completed,Fraud Verification
E0000654,APP100212,2023-06-22,T3,T3,725,725,False,Equifax,Completed,Re-Pull After Correction
E0000655,APP100212,2023-10-08,T3,T3,735,728,False,TransUnion,Completed,Credit Refresh
E0000656,APP100212,2024-04-14,T3,T3,729,715,False,Equifax,Completed,Re-Pull After Correction
E0000657,APP100213,2023-12-28,T2,T2,774,790,False,TransUnion,Completed,Re-Pull After Correction
E0000658,APP100214,2023-02-16,T4,T4,679,676,False,TransUnion,Completed,Credit Refresh
E0000659,APP100214,2023-10-15,T3,T3,701,704,False,Experian,Completed,Initial Application
E0000660,APP100214,2024-02-13,T4,T4,655,639,False,TransUnion,Completed,Fraud Verification
E0000661,APP100214,2024-01-19,T3,T3,700,699,False,TransUnion,Completed,Credit Refresh
E0000662,APP100215,2026-02-23,T2,T2,748,748,False,TransUnion,Error,Re-Pull After Correction
E0000663,APP100216,2023-09-27,T4,T4,652,642,False,Experian,Completed,Manual Review
E0000664,APP100216,2024-03-14,T4,T4,678,674,False,Experian,Completed,Manual Review
E0000665,APP100217,2024-01-11,T5,T5,533,535,False,TransUnion,Completed,Re-Pull After Correction
E0000666,APP100217,2024-12-30,T5,T5,548,531,False,Equifax,Resubmitted,Initial Application
E0000667,APP100218,2024-11-05,T1,T1,802,801,False,TransUnion,Completed,Fraud Verification
E0000668,APP100218,2025-03-08,T1,T1,818,823,False,Equifax,Completed,Re-Pull After Correction
E0000669,APP100218,2026-01-19,T1,T1,819,806,False,TransUnion,Completed,Credit Refresh
E0000670,APP100218,2025-10-18,T1,T1,805,815,False,Experian,Completed,Initial Application
E0000671,APP100219,2022-09-26,T3,T3,719,737,False,Equifax,Completed,Manual Review
E0000672,APP100219,2023-10-20,T2,T3,741,726,True,TransUnion,Pending,Re-Pull After Correction
E0000673,APP100220,2026-03-14,T3,T3,707,702,False,TransUnion,Completed,Manual Review
E0000674,APP100221,2024-03-22,T3,T3,724,726,False,TransUnion,Completed,Fraud Verification
E0000675,APP100221,2024-07-06,T3,T3,713,693,False,Experian,Completed,Re-Pull After Correction
E0000676,APP100221,2025-04-15,T2,T2,749,769,False,Equifax,Completed,Credit Refresh
E0000677,APP100222,2024-10-09,T1,T1,843,836,False,TransUnion,Completed,Fraud Verification
E0000678,APP100222,2024-09-30,T1,T1,829,825,False,Experian,Completed,Re-Pull After Correction
E0000679,APP100223,2023-02-22,T3,T3,727,713,False,TransUnion,Completed,Credit Refresh
E0000680,APP100223,2023-09-20,T3,T3,713,721,False,Equifax,Completed,Credit Refresh
E0000681,APP100223,2024-07-19,T3,T3,719,730,False,Experian,Pending,Fraud Verification
E0000682,APP100224,2025-03-06,T5,T5,412,429,False,TransUnion,Completed,Fraud Verification
E0000683,APP100224,2025-07-05,T5,T5,417,435,False,Equifax,Completed,Fraud Verification
E0000684,APP100225,2025-04-08,T3,T3,702,712,False,TransUnion,Completed,Fraud Verification
E0000685,APP100225,2025-11-25,T3,T3,711,699,False,Equifax,Resubmitted,Fraud Verification
E0000686,APP100225,2025-10-18,T3,T3,723,715,False,TransUnion,Completed,Fraud Verification
E0000687,APP100226,2025-07-06,T5,T5,606,599,False,Equifax,Completed,Credit Refresh
E0000688,APP100226,2026-01-02,T5,T5,583,580,False,Equifax,Pending,Credit Refresh
E0000689,APP100226,2026-03-16,T5,T5,599,611,False,Equifax,Completed,Credit Refresh
E0000690,APP100227,2025-03-23,T4,T3,675,689,True,Equifax,Completed,Fraud Verification
E0000691,APP100227,2025-06-05,T4,T4,661,641,False,Equifax,Completed,Manual Review
E0000692,APP100227,2025-11-05,T4,T4,676,667,False,Experian,Resubmitted,Re-Pull After Correction
E0000693,APP100227,2026-02-04,T4,T4,658,652,False,Experian,Completed,Initial Application
E0000694,APP100228,2023-12-29,T5,T5,426,441,False,Experian,Completed,Fraud Verification
E0000695,APP100228,2023-10-02,T5,T5,403,421,False,Experian,Completed,Credit Refresh
E0000696,APP100228,2024-02-16,T5,T5,407,416,False,Equifax,Completed,Manual Review
E0000697,APP100228,2024-01-19,T5,T5,407,397,False,TransUnion,Completed,Initial Application
E0000698,APP100228,2024-09-29,T5,T5,403,387,False,Equifax,Completed,Fraud Verification
E0000699,APP100229,2024-01-16,T2,T2,752,763,False,Experian,Completed,Re-Pull After Correction
E0000700,APP100230,2025-01-18,T4,T4,675,671,False,TransUnion,Completed,Credit Refresh
E0000701,APP100230,2025-05-16,T4,T4,640,633,False,TransUnion,Resubmitted,Fraud Verification
E0000702,APP100230,2025-10-24,T4,T3,677,689,True,TransUnion,Completed,Re-Pull After Correction
E0000703,APP100231,2025-06-18,T5,T5,390,405,False,TransUnion,Completed,Fraud Verification
E0000704,APP100231,2026-06-02,T5,T5,376,369,False,Equifax,Completed,Credit Refresh
E0000705,APP100231,2026-04-29,T5,T5,349,351,False,Equifax,Completed,Manual Review
E0000706,APP100231,2026-03-13,T5,T5,371,371,False,Equifax,Completed,Manual Review
E0000707,APP100232,2025-01-04,T5,T5,508,520,False,TransUnion,Completed,Fraud Verification
E0000708,APP100232,2025-07-06,T5,T5,539,526,False,TransUnion,Completed,Initial Application
E0000709,APP100233,2025-07-04,T1,T1,850,846,False,Experian,Completed,Fraud Verification
E0000710,APP100234,2023-02-27,T2,T1,797,809,True,TransUnion,Completed,Fraud Verification
E0000711,APP100234,2023-02-01,T2,T2,763,773,False,TransUnion,Completed,Fraud Verification
E0000712,APP100234,2023-04-13,T2,T2,783,798,False,Equifax,Completed,Re-Pull After Correction
E0000713,APP100234,2023-12-29,T2,T2,781,793,False,Equifax,Completed,Credit Refresh
E0000714,APP100235,2025-04-15,T3,T3,728,716,False,Equifax,Completed,Manual Review
E0000715,APP100235,2025-07-26,T3,T3,721,714,False,Equifax,Completed,Credit Refresh
E0000716,APP100235,2025-07-29,T2,T2,756,775,False,Equifax,Completed,Credit Refresh
E0000717,APP100236,2024-10-15,T5,T5,463,472,False,TransUnion,Completed,Re-Pull After Correction
E0000718,APP100236,2025-03-11,T5,T5,489,475,False,Experian,Completed,Re-Pull After Correction
E0000719,APP100236,2025-03-20,T5,T5,480,469,False,TransUnion,Completed,Fraud Verification
E0000720,APP100236,2025-07-11,T5,T5,503,496,False,TransUnion,Completed,Manual Review
E0000721,APP100236,2025-12-29,T5,T5,463,475,False,Equifax,Completed,Fraud Verification
E0000722,APP100237,2025-02-21,T3,T3,699,710,False,Experian,Completed,Initial Application
E0000723,APP100237,2024-10-15,T3,T3,700,681,False,Experian,Completed,Initial Application
E0000724,APP100237,2025-05-25,T3,T3,724,723,False,TransUnion,Completed,Credit Refresh
E0000725,APP100237,2025-12-23,T3,T3,711,691,False,TransUnion,Completed,Manual Review
E0000726,APP100238,2025-08-31,T5,T5,591,601,False,TransUnion,Completed,Credit Refresh
E0000727,APP100238,2024-11-28,T5,T5,598,591,False,Experian,Completed,Initial Application
E0000728,APP100238,2025-10-10,T5,T5,605,605,False,Experian,Completed,Credit Refresh
E0000729,APP100239,2024-05-26,T4,T4,666,668,False,TransUnion,Completed,Fraud Verification
E0000730,APP100239,2024-09-20,T4,T4,660,649,False,Experian,Completed,Credit Refresh
E0000731,APP100239,2024-11-15,T4,T4,644,631,False,Equifax,Completed,Re-Pull After Correction
E0000732,APP100239,2025-04-08,T4,T3,673,680,True,Equifax,Completed,Re-Pull After Correction
E0000733,APP100239,2025-05-18,T4,T4,657,657,False,Experian,Completed,Initial Application
E0000734,APP100240,2025-11-11,T3,T3,727,715,False,Experian,Completed,Fraud Verification
E0000735,APP100241,2023-11-25,T2,T2,785,765,False,Equifax,Completed,Manual Review
E0000736,APP100241,2025-01-23,T1,T1,822,837,False,Experian,Completed,Initial Application
E0000737,APP100242,2023-03-19,T1,T1,822,840,False,TransUnion,Completed,Fraud Verification
E0000738,APP100242,2023-04-25,T2,T2,775,774,False,TransUnion,Completed,Fraud Verification
E0000739,APP100242,2023-11-18,T1,T1,821,812,False,TransUnion,Pending,Initial Application
E0000740,APP100242,2024-05-24,T2,T1,790,804,True,TransUnion,Error,Initial Application
E0000741,APP100243,2025-07-18,T2,T2,757,745,False,Experian,Completed,Credit Refresh
E0000742,APP100243,2026-02-15,T2,T2,753,756,False,Equifax,Completed,Initial Application
E0000743,APP100243,2026-05-19,T2,T2,751,771,False,TransUnion,Completed,Credit Refresh
E0000744,APP100243,2026-10-02,T2,T2,769,781,False,Equifax,Completed,Re-Pull After Correction
E0000745,APP100244,2025-12-08,T5,T5,410,405,False,Equifax,Completed,Manual Review
E0000746,APP100245,2024-06-18,T2,T1,785,801,True,TransUnion,Pending,Re-Pull After Correction
E0000747,APP100245,2024-08-08,T2,T2,756,760,False,Experian,Completed,Re-Pull After Correction
E0000748,APP100246,2026-02-22,T4,T4,624,641,False,Equifax,Completed,Credit Refresh
E0000749,APP100246,2026-11-29,T4,T4,629,646,False,Equifax,Completed,Initial Application
E0000750,APP100247,2024-09-12,T4,T4,643,635,False,TransUnion,Completed,Credit Refresh
E0000751,APP100247,2024-11-24,T5,T5,608,619,False,TransUnion,Completed,Credit Refresh
E0000752,APP100247,2025-04-13,T4,T4,632,629,False,Equifax,Completed,Re-Pull After Correction
E0000753,APP100248,2023-05-21,T4,T4,646,663,False,Equifax,Completed,Fraud Verification
E0000754,APP100248,2023-08-19,T4,T4,677,667,False,Experian,Completed,Fraud Verification
E0000755,APP100248,2024-03-24,T4,T4,659,679,False,Equifax,Completed,Re-Pull After Correction
E0000756,APP100249,2024-09-19,T5,T5,586,573,False,TransUnion,Completed,Fraud Verification
E0000757,APP100249,2024-10-11,T5,T5,569,575,False,Experian,Completed,Manual Review
E0000758,APP100249,2025-02-16,T5,T5,580,590,False,TransUnion,Completed,Manual Review
E0000759,APP100249,2025-08-06,T5,T5,571,587,False,Experian,Pending,Re-Pull After Correction
E0000760,APP100250,2023-09-28,T2,T1,784,804,True,Experian,Completed,Fraud Verification
E0000761,APP100250,2024-06-25,T2,T2,751,752,False,Equifax,Completed,Manual Review
E0000762,APP100250,2024-10-13,T2,T3,751,735,True,TransUnion,Completed,Initial Application
E0000763,APP100251,2023-10-28,T4,T4,675,678,False,Experian,Completed,Initial Application
E0000764,APP100251,2023-12-01,T4,T4,676,660,False,Equifax,Error,Fraud Verification
E0000765,APP100251,2025-02-08,T3,T4,695,676,True,Experian,Completed,Manual Review
E0000766,APP100251,2024-12-06,T4,T4,663,662,False,TransUnion,Error,Manual Review
E0000767,APP100252,2025-02-22,T4,T4,652,664,False,Equifax,Completed,Manual Review
E0000768,APP100252,2025-02-10,T4,T4,654,656,False,TransUnion,Completed,Re-Pull After Correction
E0000769,APP100253,2023-03-18,T2,T2,771,770,False,TransUnion,Completed,Manual Review
E0000770,APP100253,2023-10-28,T2,T2,777,777,False,TransUnion,Completed,Initial Application
E0000771,APP100253,2023-10-31,T2,T2,763,776,False,Equifax,Completed,Manual Review
E0000772,APP100253,2023-12-02,T2,T2,778,783,False,Equifax,Error,Manual Review
E0000773,APP100254,2025-06-30,T3,T3,713,721,False,TransUnion,Completed,Re-Pull After Correction
E0000774,APP100254,2026-08-03,T2,T2,746,762,False,Equifax,Completed,Initial Application
E0000775,APP100254,2026-09-08,T2,T2,742,756,False,Experian,Completed,Re-Pull After Correction
E0000776,APP100255,2025-08-03,T2,T2,759,755,False,TransUnion,Completed,Re-Pull After Correction
E0000777,APP100255,2026-08-21,T2,T2,760,740,False,Equifax,Completed,Initial Application
E0000778,APP100256,2025-04-29,T3,T3,717,708,False,TransUnion,Completed,Re-Pull After Correction
E0000779,APP100256,2025-12-14,T3,T3,703,693,False,Experian,Completed,Credit Refresh
E0000780,APP100256,2025-12-27,T3,T3,735,729,False,Equifax,Pending,Re-Pull After Correction
E0000781,APP100256,2026-04-25,T3,T4,696,677,True,Experian,Completed,Initial Application
E0000782,APP100257,2024-10-14,T5,T5,331,340,False,TransUnion,Completed,Credit Refresh
E0000783,APP100257,2024-10-02,T5,T5,365,350,False,Equifax,Completed,Re-Pull After Correction
E0000784,APP100257,2025-08-31,T5,T5,350,337,False,Equifax,Completed,Credit Refresh
E0000785,APP100257,2025-07-14,T5,T5,354,357,False,Equifax,Completed,Credit Refresh
E0000786,APP100257,2026-02-20,T5,T5,359,372,False,Equifax,Completed,Credit Refresh
E0000787,APP100258,2024-03-03,T5,T5,365,370,False,TransUnion,Completed,Credit Refresh
E0000788,APP100258,2024-08-28,T5,T5,366,378,False,Experian,Completed,Re-Pull After Correction
E0000789,APP100258,2025-03-11,T5,T5,378,389,False,Experian,Resubmitted,Re-Pull After Correction
E0000790,APP100258,2025-01-29,T5,T5,347,336,False,Equifax,Completed,Initial Application
E0000791,APP100258,2024-11-08,T5,T5,386,377,False,Equifax,Completed,Fraud Verification
E0000792,APP100259,2025-06-04,T2,T2,773,771,False,Equifax,Completed,Fraud Verification
E0000793,APP100259,2025-09-08,T2,T2,778,796,False,Experian,Completed,Initial Application
E0000794,APP100259,2025-10-12,T2,T1,795,815,True,Equifax,Completed,Manual Review
E0000795,APP100259,2026-08-25,T2,T2,782,763,False,Equifax,Completed,Initial Application
E0000796,APP100259,2026-09-26,T1,T2,804,784,True,TransUnion,Completed,Credit Refresh
E0000797,APP100260,2025-02-10,T4,T4,642,622,False,TransUnion,Completed,Re-Pull After Correction
E0000798,APP100260,2025-06-20,T4,T4,646,664,False,TransUnion,Completed,Manual Review
E0000799,APP100261,2022-09-15,T2,T2,777,774,False,Equifax,Completed,Manual Review
E0000800,APP100261,2023-02-06,T2,T3,752,736,True,Equifax,Completed,Re-Pull After Correction
E0000801,APP100261,2023-05-15,T2,T2,763,775,False,Experian,Completed,Manual Review
E0000802,APP100261,2023-12-11,T2,T2,776,766,False,TransUnion,Completed,Credit Refresh
E0000803,APP100261,2024-02-01,T2,T2,774,787,False,Experian,Completed,Manual Review
E0000804,APP100262,2024-03-22,T2,T2,769,755,False,TransUnion,Completed,Credit Refresh
E0000805,APP100262,2024-12-30,T2,T2,787,771,False,TransUnion,Completed,Credit Refresh
E0000806,APP100262,2024-12-11,T2,T2,743,753,False,Equifax,Completed,Manual Review
E0000807,APP100262,2025-07-27,T2,T2,769,785,False,TransUnion,Completed,Re-Pull After Correction
E0000808,APP100262,2025-04-11,T2,T2,758,744,False,Equifax,Resubmitted,Credit Refresh
E0000809,APP100263,2023-12-31,T2,T1,797,802,True,TransUnion,Completed,Initial Application
E0000810,APP100264,2023-05-12,T5,T5,300,300,False,Equifax,Completed,Fraud Verification
E0000811,APP100264,2022-12-07,T5,T5,301,306,False,Equifax,Pending,Fraud Verification
E0000812,APP100264,2023-04-05,T5,T5,300,300,False,Equifax,Completed,Manual Review
E0000813,APP100264,2023-08-24,T5,T5,313,332,False,Equifax,Completed,Initial Application
E0000814,APP100264,2023-10-16,T5,T5,312,306,False,Equifax,Completed,Fraud Verification
E0000815,APP100265,2025-07-06,T3,T3,708,691,False,Experian,Completed,Fraud Verification
E0000816,APP100265,2026-02-02,T3,T3,704,702,False,Experian,Completed,Credit Refresh
E0000817,APP100266,2025-01-28,T4,T4,658,641,False,Equifax,Completed,Manual Review
E0000818,APP100266,2025-05-03,T4,T4,653,666,False,Equifax,Completed,Initial Application
E0000819,APP100266,2025-12-24,T4,T4,637,651,False,Experian,Completed,Fraud Verification
E0000820,APP100266,2026-03-03,T4,T3,676,680,True,Experian,Completed,Credit Refresh
E0000821,APP100266,2026-04-19,T4,T4,657,660,False,Equifax,Completed,Credit Refresh
E0000822,APP100267,2024-10-06,T5,T5,313,322,False,Equifax,Completed,Fraud Verification
E0000823,APP100267,2024-08-17,T5,T5,312,311,False,TransUnion,Completed,Manual Review
E0000824,APP100267,2025-04-17,T5,T5,312,307,False,Equifax,Completed,Re-Pull After Correction
E0000825,APP100267,2025-04-18,T5,T5,337,325,False,Equifax,Completed,Initial Application
E0000826,APP100268,2025-06-16,T1,T1,830,850,False,Experian,Completed,Fraud Verification
E0000827,APP100268,2025-07-01,T1,T1,826,829,False,TransUnion,Completed,Re-Pull After Correction
E0000828,APP100268,2026-02-16,T1,T1,843,850,False,TransUnion,Pending,Fraud Verification
E0000829,APP100268,2026-06-26,T1,T1,847,850,False,Equifax,Completed,Credit Refresh
E0000830,APP100268,2026-08-30,T1,T1,850,837,False,Equifax,Completed,Credit Refresh
E0000831,APP100269,2023-04-13,T4,T5,629,609,True,TransUnion,Completed,Credit Refresh
E0000832,APP100269,2024-01-28,T4,T4,631,631,False,TransUnion,Completed,Initial Application
E0000833,APP100270,2025-04-17,T5,T5,582,578,False,TransUnion,Completed,Initial Application
E0000834,APP100270,2025-10-18,T5,T5,582,592,False,Equifax,Completed,Fraud Verification
E0000835,APP100270,2025-10-11,T4,T5,621,608,True,TransUnion,Completed,Initial Application
E0000836,APP100270,2026-06-03,T5,T5,613,608,False,Experian,Completed,Manual Review
E0000837,APP100271,2023-09-15,T5,T5,576,564,False,TransUnion,Completed,Manual Review
E0000838,APP100272,2024-12-17,T4,T4,676,660,False,TransUnion,Pending,Fraud Verification
E0000839,APP100272,2025-09-25,T3,T3,689,687,False,Equifax,Completed,Initial Application
E0000840,APP100273,2023-08-16,T2,T2,776,771,False,Experian,Completed,Re-Pull After Correction
E0000841,APP100274,2024-06-27,T3,T3,732,735,False,Equifax,Completed,Initial Application
E0000842,APP100275,2026-03-05,T3,T3,734,723,False,Experian,Pending,Fraud Verification
E0000843,APP100275,2026-07-23,T3,T3,718,731,False,Experian,Completed,Manual Review
E0000844,APP100275,2026-10-04,T3,T3,707,708,False,Experian,Completed,Fraud Verification
E0000845,APP100276,2023-06-04,T3,T3,693,682,False,TransUnion,Completed,Credit Refresh
E0000846,APP100276,2023-04-24,T3,T3,720,720,False,TransUnion,Pending,Credit Refresh
E0000847,APP100276,2023-12-27,T3,T3,698,698,False,Equifax,Completed,Re-Pull After Correction
E0000848,APP100276,2023-12-04,T3,T3,703,705,False,TransUnion,Completed,Re-Pull After Correction
E0000849,APP100277,2023-07-04,T2,T2,771,766,False,Experian,Completed,Fraud Verification
E0000850,APP100278,2025-02-26,T5,T5,583,569,False,TransUnion,Resubmitted,Credit Refresh
E0000851,APP100278,2025-04-14,T5,T5,562,557,False,TransUnion,Pending,Re-Pull After Correction
E0000852,APP100278,2025-05-29,T5,T5,600,614,False,TransUnion,Completed,Initial Application
E0000853,APP100278,2025-08-31,T5,T5,571,567,False,TransUnion,Completed,Manual Review
E0000854,APP100278,2025-12-13,T5,T5,583,565,False,TransUnion,Completed,Initial Application
E0000855,APP100279,2024-08-05,T3,T3,731,721,False,Equifax,Completed,Re-Pull After Correction
E0000856,APP100279,2024-02-09,T3,T3,730,735,False,Experian,Completed,Fraud Verification
E0000857,APP100279,2024-08-22,T2,T2,749,768,False,Equifax,Completed,Manual Review
E0000858,APP100280,2025-03-22,T1,T1,809,819,False,Experian,Completed,Fraud Verification
E0000859,APP100280,2025-10-14,T1,T1,817,810,False,Equifax,Pending,Fraud Verification
E0000860,APP100280,2025-04-13,T1,T1,816,825,False,TransUnion,Completed,Initial Application
E0000861,APP100281,2025-05-24,T1,T2,801,788,True,Equifax,Completed,Manual Review
E0000862,APP100281,2026-01-19,T1,T1,817,806,False,TransUnion,Completed,Re-Pull After Correction
E0000863,APP100281,2025-11-17,T1,T1,826,839,False,Experian,Completed,Initial Application
E0000864,APP100281,2026-03-22,T1,T1,825,811,False,TransUnion,Completed,Fraud Verification
E0000865,APP100281,2026-08-15,T1,T1,803,823,False,Experian,Completed,Initial Application
E0000866,APP100282,2026-05-02,T2,T3,748,738,True,Experian,Completed,Credit Refresh
E0000867,APP100283,2023-12-03,T3,T3,698,695,False,TransUnion,Completed,Re-Pull After Correction
E0000868,APP100283,2024-05-27,T3,T3,707,717,False,Experian,Completed,Fraud Verification
E0000869,APP100284,2024-01-12,T4,T4,647,665,False,Experian,Completed,Re-Pull After Correction
E0000870,APP100284,2024-09-01,T4,T4,667,647,False,TransUnion,Completed,Manual Review
E0000871,APP100285,2025-02-20,T1,T1,808,805,False,Equifax,Completed,Manual Review
E0000872,APP100285,2024-12-27,T1,T1,819,834,False,TransUnion,Completed,Initial Application
E0000873,APP100286,2025-11-10,T3,T3,718,729,False,Equifax,Completed,Re-Pull After Correction
E0000874,APP100286,2025-06-23,T3,T3,696,685,False,Equifax,Pending,Fraud Verification
E0000875,APP100286,2026-06-14,T3,T3,719,726,False,Experian,Completed,Re-Pull After Correction
E0000876,APP100287,2023-01-14,T4,T4,647,662,False,TransUnion,Completed,Credit Refresh
E0000877,APP100288,2025-02-16,T3,T3,734,723,False,Equifax,Completed,Credit Refresh
E0000878,APP100289,2023-01-20,T5,T5,558,566,False,Equifax,Completed,Credit Refresh
E0000879,APP100289,2023-08-12,T5,T5,571,551,False,Experian,Completed,Manual Review
E0000880,APP100289,2023-04-21,T5,T5,604,610,False,Experian,Completed,Re-Pull After Correction
E0000881,APP100289,2024-01-28,T5,T5,592,595,False,TransUnion,Completed,Credit Refresh
E0000882,APP100289,2024-02-08,T5,T5,561,541,False,Equifax,Completed,Initial Application
E0000883,APP100290,2024-06-06,T4,T4,648,658,False,Experian,Error,Initial Application
E0000884,APP100290,2024-05-06,T4,T4,653,666,False,Equifax,Completed,Credit Refresh
E0000885,APP100291,2024-12-31,T2,T1,788,803,True,Experian,Completed,Fraud Verification
E0000886,APP100291,2025-01-07,T2,T1,793,812,True,Experian,Completed,Re-Pull After Correction
E0000887,APP100291,2025-10-15,T2,T2,777,762,False,TransUnion,Completed,Initial Application
E0000888,APP100291,2025-03-15,T2,T1,791,806,True,TransUnion,Completed,Credit Refresh
E0000889,APP100291,2025-07-24,T2,T1,788,804,True,Equifax,Completed,Initial Application
E0000890,APP100292,2025-05-07,T5,T5,473,492,False,Equifax,Completed,Manual Review
E0000891,APP100292,2025-12-14,T5,T5,475,483,False,TransUnion,Completed,Re-Pull After Correction
E0000892,APP100292,2026-03-01,T5,T5,498,489,False,Equifax,Completed,Initial Application
E0000893,APP100293,2023-12-22,T4,T4,638,645,False,TransUnion,Completed,Credit Refresh
E0000894,APP100294,2024-06-12,T4,T4,662,659,False,Equifax,Completed,Re-Pull After Correction
E0000895,APP100294,2024-12-12,T3,T3,683,695,False,Equifax,Completed,Re-Pull After Correction
E0000896,APP100294,2024-11-28,T4,T3,678,691,True,Experian,Completed,Manual Review
E0000897,APP100294,2025-05-19,T4,T4,662,661,False,Equifax,Completed,Re-Pull After Correction
E0000898,APP100295,2023-01-15,T2,T3,745,725,True,TransUnion,Completed,Manual Review
E0000899,APP100295,2023-03-14,T3,T3,736,724,False,Equifax,Completed,Manual Review
E0000900,APP100295,2023-10-13,T3,T3,730,725,False,Equifax,Completed,Manual Review
E0000901,APP100295,2024-05-12,T3,T3,737,732,False,Equifax,Completed,Initial Application
E0000902,APP100296,2023-06-03,T2,T2,747,752,False,TransUnion,Completed,Fraud Verification
E0000903,APP100297,2023-12-17,T1,T1,818,811,False,Equifax,Completed,Initial Application
E0000904,APP100297,2024-04-04,T1,T1,825,815,False,TransUnion,Completed,Credit Refresh
E0000905,APP100297,2024-05-26,T2,T2,786,790,False,Experian,Completed,Fraud Verification
E0000906,APP100297,2024-12-14,T1,T1,833,813,False,TransUnion,Completed,Manual Review
E0000907,APP100298,2025-04-01,T4,T4,656,669,False,Experian,Completed,Re-Pull After Correction
