application_id,annual_income_usd,employment_duration_months,credit_risk_tier,fico_score,region_state,requested_amount_usd,product_code,dti_pct,military_scra_flag,bankruptcy_last_7y_flag,collections_past_12_months_flag,preliminary_decision,date
APP100410,"$213,770 ",190,T3,709,NC,"$84,985 ",AUT-TR,37.3,TRUE,FALSE,FALSE,Review,8/23/2024
APP100411,"$240,345 ",275,T1,850,TX,"$825,149 ",MTG-CV,19.8,FALSE,FALSE,FALSE,Approved,8/30/2025
APP100412,"$214,411 ",85,T1,849,FL,"$36,363 ",CRD-EL,8.2,FALSE,FALSE,FALSE,Approved,8/13/2025
APP100413,"$244,653 ",212,T4,642,TX,"$45,844 ",AUT-TT,44,FALSE,FALSE,FALSE,Review,2/5/2025
APP100414,"$241,175 ",340,T2,749,TX,"$1,291 ",CRD-SC,18,FALSE,FALSE,FALSE,Approved,6/10/2024
APP100415,"$39,693 ",8,T3,736,CA,"$1,368,672 ",MTG-JB,18.7,FALSE,FALSE,FALSE,Review,5/5/2026
APP100416,"$132,103 ",153,T2,752,NC,"$47,231 ",AUT-TR,34.2,FALSE,FALSE,FALSE,Approved,1/5/2025
APP100417,"$46,647 ",49,T4,649,TX,"$27,390 ",AUT-SP,49,FALSE,FALSE,FALSE,Review,12/14/2024
APP100418,"$115,542 ",16,T5,549,TX,"$70,231 ",AUT-TR,33.4,FALSE,FALSE,FALSE,Declined,7/5/2026
APP100419,"$116,866 ",86,T3,686,NC,"$161,825 ",MTG-FH,34.9,FALSE,FALSE,TRUE,Review,7/30/2024
APP100420,"$247,834 ",348,T1,835,FL,$520 ,CRD-SC,14.9,FALSE,FALSE,FALSE,Approved,8/12/2026
APP100421,"$114,736 ",270,T2,779,NC,"$56,238 ",AUT-TR,14.8,FALSE,FALSE,FALSE,Approved,10/23/2024
APP100422,"$154,713 ",268,T3,682,FL,"$2,440 ",CRD-SC,23.8,FALSE,FALSE,FALSE,Review,10/19/2026
APP100423,"$181,398 ",84,T2,782,TX,"$173,790 ",MTG-FH,12.9,FALSE,FALSE,FALSE,Approved,11/10/2026
APP100424,"$165,348 ",143,T4,677,TX,"$1,550,194 ",MTG-JB,45.5,FALSE,FALSE,TRUE,Review,8/23/2026
APP100425,"$73,283 ",187,T4,675,NC,"$830,875 ",MTG-CV,43,FALSE,FALSE,FALSE,Review,7/2/2026
APP100426,"$92,584 ",129,T3,702,CA,"$15,518 ",AUT-SP,38.6,FALSE,FALSE,FALSE,Review,9/2/2025
APP100427,"$227,637 ",174,T2,764,TX,"$54,494 ",AUT-TT,26.9,FALSE,FALSE,FALSE,Approved,9/26/2026
APP100428,"$76,561 ",189,T2,788,NC,"$65,888 ",AUT-TR,31.5,FALSE,FALSE,FALSE,Approved,6/19/2025
APP100429,"$133,145 ",155,T4,620,CA,"$68,166 ",AUT-TR,34,FALSE,FALSE,FALSE,Review,3/18/2025
APP100430,"$224,963 ",102,T2,742,TX,"$9,660 ",CRD-ST,17.1,FALSE,FALSE,FALSE,Approved,3/30/2026
APP100431,"$150,233 ",214,T4,663,CA,"$3,370 ",CRD-ST,38.6,FALSE,FALSE,FALSE,Review,6/30/2024
APP100432,"$200,401 ",74,T3,688,CA,"$10,625 ",AUT-TT,21.5,FALSE,FALSE,TRUE,Review,2/14/2025
APP100433,"$92,130 ",82,T3,727,TX,"$80,078 ",AUT-TR,39.5,FALSE,FALSE,FALSE,Review,12/20/2025
APP100434,"$177,634 ",116,T1,805,FL,"$1,034 ",CRD-SC,13.1,FALSE,FALSE,FALSE,Approved,3/21/2024
APP100435,"$135,406 ",96,T2,791,CA,"$2,323 ",CRD-SC,26.8,TRUE,FALSE,FALSE,Approved,7/2/2024
APP100436,"$127,417 ",32,T2,782,FL,"$678,336 ",MTG-CV,29.9,FALSE,FALSE,FALSE,Approved,11/17/2024
APP100437,"$152,220 ",159,T2,754,CA,"$8,134 ",CRD-EL,22.2,FALSE,FALSE,FALSE,Approved,1/28/2025
APP100438,"$185,920 ",107,T4,674,CA,$758 ,CRD-SC,39.7,FALSE,FALSE,FALSE,Review,3/31/2025
APP100439,"$209,071 ",13,T3,692,TX,"$10,893 ",AUT-TT,26.9,FALSE,FALSE,FALSE,Review,3/3/2025
APP100440,"$201,941 ",125,T3,709,NC,"$1,492,196 ",MTG-JB,20.1,FALSE,FALSE,FALSE,Review,8/4/2025
APP100441,"$153,725 ",104,T5,349,NC,"$637,865 ",MTG-CV,46.2,FALSE,TRUE,TRUE,Declined,2/26/2026
APP100442,"$131,952 ",222,T2,749,TX,"$65,715 ",AUT-TR,17.4,FALSE,FALSE,FALSE,Approved,6/28/2025
APP100443,"$193,909 ",42,T3,717,CA,"$21,306 ",CRD-EL,40.2,FALSE,FALSE,FALSE,Review,3/19/2026
APP100444,"$108,112 ",193,T3,684,TX,"$13,381 ",AUT-SP,32,FALSE,FALSE,FALSE,Review,2/23/2025
APP100445,"$144,642 ",96,T3,700,CA,"$33,620 ",AUT-TR,18.9,FALSE,FALSE,FALSE,Review,6/24/2024
APP100446,"$245,957 ",323,T2,781,NC,"$19,927 ",CRD-EL,13.6,FALSE,FALSE,FALSE,Approved,1/30/2025
APP100447,"$75,455 ",276,T4,656,FL,"$33,504 ",AUT-SP,38.3,FALSE,FALSE,FALSE,Review,7/22/2026
APP100448,"$102,477 ",42,T4,640,NC,"$31,899 ",AUT-SP,37.5,FALSE,TRUE,TRUE,Review,6/23/2024
APP100449,"$76,857 ",131,T3,733,CA,"$48,367 ",AUT-TT,37.7,FALSE,FALSE,FALSE,Review,8/7/2025
APP100450,"$106,841 ",56,T2,749,NC,"$752,382 ",MTG-CV,31.6,FALSE,FALSE,FALSE,Approved,4/21/2026
APP100451,"$52,095 ",270,T4,641,NC,"$73,008 ",AUT-TR,39.4,FALSE,FALSE,FALSE,Review,4/6/2026
APP100452,"$60,908 ",126,T3,687,FL,"$235,474 ",MTG-CV,31.4,FALSE,FALSE,FALSE,Review,12/15/2025
APP100453,"$101,526 ",253,T5,499,FL,"$1,390,652 ",MTG-JB,44.7,FALSE,FALSE,TRUE,Declined,1/28/2026
APP100454,"$114,962 ",138,T3,717,TX,$803 ,CRD-SC,17.4,FALSE,FALSE,FALSE,Review,11/20/2024
APP100455,"$245,041 ",7,T1,802,FL,"$11,161 ",CRD-ST,21.3,FALSE,FALSE,FALSE,Approved,10/5/2025
APP100456,"$145,716 ",59,T2,766,CA,"$1,980 ",CRD-SC,12.3,FALSE,FALSE,FALSE,Approved,2/5/2026
APP100457,"$110,430 ",287,T2,774,TX,"$205,667 ",MTG-CV,14.8,FALSE,FALSE,FALSE,Approved,6/14/2026
APP100458,"$146,042 ",131,T1,816,NC,"$26,890 ",AUT-SP,19.2,FALSE,FALSE,FALSE,Approved,10/29/2026
APP100459,"$183,685 ",210,T2,778,FL,"$59,226 ",AUT-TT,27.3,FALSE,FALSE,FALSE,Approved,9/5/2026
APP100460,"$52,830 ",34,T4,671,FL,"$79,941 ",AUT-TR,32.7,FALSE,FALSE,TRUE,Review,12/25/2025
APP100461,"$94,174 ",169,T3,691,TX,"$1,930,601 ",MTG-JB,34.6,FALSE,FALSE,FALSE,Review,4/21/2026
APP100462,"$202,927 ",173,T3,722,FL,"$1,086 ",CRD-SC,16.1,FALSE,FALSE,FALSE,Review,7/4/2025
APP100463,"$240,075 ",244,T5,385,NC,"$71,389 ",AUT-TR,50.3,FALSE,FALSE,FALSE,Declined,9/6/2026
APP100464,"$92,282 ",240,T4,649,NC,"$9,703 ",CRD-ST,34.5,FALSE,FALSE,TRUE,Review,10/1/2026
APP100465,"$53,193 ",282,T2,799,TX,"$43,886 ",AUT-TT,26.6,FALSE,FALSE,FALSE,Approved,11/4/2025
APP100466,"$177,094 ",25,T3,715,FL,"$45,410 ",AUT-TR,22.5,FALSE,FALSE,FALSE,Review,9/1/2025
APP100467,"$157,692 ",108,T3,707,NC,"$385,395 ",MTG-FH,21.7,FALSE,FALSE,FALSE,Review,8/31/2026
APP100468,"$78,768 ",308,T4,659,CA,"$65,574 ",AUT-TR,20.7,FALSE,FALSE,FALSE,Review,9/12/2024
APP100469,"$202,198 ",36,T2,749,FL,"$425,214 ",MTG-FH,18.4,FALSE,FALSE,FALSE,Approved,11/23/2025
APP100470,"$82,110 ",273,T4,662,NC,"$15,748 ",AUT-SP,37.9,FALSE,TRUE,FALSE,Review,11/2/2025
APP100471,"$242,928 ",117,T2,745,FL,"$6,764 ",CRD-EL,33.1,FALSE,FALSE,FALSE,Approved,1/15/2025
APP100472,"$127,890 ",107,T1,811,FL,"$33,839 ",AUT-TR,18.2,FALSE,FALSE,FALSE,Approved,9/16/2024
APP100473,"$51,163 ",78,T2,791,FL,"$23,790 ",AUT-TT,21.8,FALSE,FALSE,FALSE,Approved,9/9/2025
APP100474,"$228,630 ",207,T5,608,TX,"$5,541 ",AUT-SP,44.5,FALSE,TRUE,FALSE,Declined,1/24/2026
APP100475,"$66,962 ",275,T3,734,TX,"$3,296 ",CRD-ST,31.9,FALSE,FALSE,FALSE,Review,12/3/2026
APP100476,"$106,857 ",110,T4,632,FL,"$15,817 ",AUT-SP,25.6,FALSE,FALSE,TRUE,Review,9/2/2026
APP100477,"$130,793 ",75,T1,801,CA,"$212,250 ",MTG-CV,15.7,FALSE,FALSE,FALSE,Approved,6/28/2024
APP100478,"$203,623 ",50,T3,729,FL,"$8,672 ",AUT-SP,28.7,FALSE,FALSE,FALSE,Review,10/1/2024
APP100479,"$220,159 ",311,T2,779,NC,"$14,518 ",AUT-SP,33.9,FALSE,FALSE,TRUE,Approved,4/2/2024
APP100480,"$193,949 ",115,T4,658,NC,"$371,605 ",MTG-FH,47,FALSE,FALSE,FALSE,Review,4/2/2025
APP100481,"$65,761 ",43,T3,693,TX,"$322,257 ",MTG-CV,38.6,FALSE,FALSE,FALSE,Review,5/20/2024
APP100482,"$42,113 ",185,T3,681,CA,"$2,701 ",CRD-SC,38,FALSE,FALSE,FALSE,Review,7/23/2026
APP100483,"$61,873 ",118,T2,792,NC,"$26,763 ",CRD-EL,32.9,FALSE,FALSE,FALSE,Approved,8/29/2025
APP100484,"$67,319 ",282,T2,790,NC,"$57,254 ",AUT-TR,34.9,TRUE,FALSE,FALSE,Approved,5/11/2026
APP100485,"$145,502 ",225,T5,522,NC,"$70,126 ",AUT-TR,46.3,FALSE,FALSE,FALSE,Declined,1/8/2024
APP100486,"$238,348 ",142,T3,713,TX,"$1,751,873 ",MTG-JB,17.6,FALSE,FALSE,FALSE,Review,4/13/2026
APP100487,"$74,275 ",53,T4,633,CA,"$766,654 ",MTG-JB,39.2,FALSE,TRUE,FALSE,Review,8/5/2026
APP100488,"$99,129 ",118,T4,663,NC,"$20,002 ",AUT-SP,30.9,FALSE,FALSE,FALSE,Review,11/17/2024
APP100489,"$242,959 ",343,T4,625,FL,"$399,195 ",MTG-FH,36.2,FALSE,FALSE,TRUE,Review,4/12/2026
APP100490,"$88,902 ",169,T1,821,NC,"$3,826 ",CRD-ST,17.1,FALSE,FALSE,FALSE,Approved,8/17/2024
APP100491,"$245,263 ",170,T2,752,NC,"$10,374 ",AUT-SP,14.5,FALSE,FALSE,FALSE,Approved,5/3/2024
APP100492,"$129,704 ",226,T2,793,FL,"$19,246 ",AUT-SP,12.3,FALSE,FALSE,FALSE,Approved,10/25/2026
APP100493,"$55,852 ",287,T3,701,FL,"$32,730 ",AUT-TT,32,FALSE,FALSE,FALSE,Review,5/10/2025
APP100494,"$68,216 ",120,T4,629,FL,"$43,851 ",AUT-TT,23.2,FALSE,TRUE,FALSE,Review,12/5/2026
APP100495,"$36,568 ",327,T5,411,FL,"$1,068,919 ",MTG-JB,55.6,FALSE,TRUE,TRUE,Declined,4/2/2024
APP100496,"$198,380 ",68,T4,673,TX,"$54,720 ",AUT-TT,32.5,FALSE,FALSE,FALSE,Review,10/27/2026
APP100497,"$248,030 ",232,T1,803,TX,"$964,545 ",MTG-JB,8.3,FALSE,FALSE,FALSE,Approved,8/13/2025
APP100498,"$67,451 ",338,T1,809,TX,"$210,654 ",MTG-FH,8.4,FALSE,FALSE,FALSE,Approved,5/11/2024
APP100499,"$56,640 ",19,T3,709,NC,"$10,724 ",CRD-ST,28.8,TRUE,FALSE,FALSE,Review,10/29/2026
APP100500,"$43,995 ",67,T1,813,CA,"$48,814 ",CRD-EL,24.7,FALSE,FALSE,FALSE,Approved,3/25/2026
APP100501,"$194,670 ",208,T3,726,NC,$798 ,CRD-SC,38.4,FALSE,FALSE,FALSE,Review,10/18/2024
APP100502,"$94,104 ",153,T3,682,NC,"$1,632,235 ",MTG-JB,15.4,FALSE,FALSE,FALSE,Review,1/23/2026
APP100503,"$152,033 ",246,T1,808,CA,"$91,071 ",AUT-TR,10.1,FALSE,FALSE,FALSE,Approved,2/7/2025
APP100504,"$178,788 ",226,T2,757,CA,"$28,501 ",CRD-EL,20.2,FALSE,FALSE,FALSE,Approved,6/29/2026
APP100505,"$173,270 ",241,T2,769,FL,"$774,601 ",MTG-JB,24.5,FALSE,FALSE,FALSE,Approved,11/24/2024
APP100506,"$85,657 ",195,T5,346,FL,"$13,421 ",CRD-ST,56,TRUE,FALSE,FALSE,Declined,5/19/2026
APP100507,"$187,772 ",31,T2,769,TX,"$46,627 ",AUT-TT,31,FALSE,FALSE,FALSE,Approved,1/16/2025
APP100508,"$157,553 ",307,T4,659,NC,"$25,598 ",AUT-SP,21.2,TRUE,FALSE,FALSE,Review,1/14/2026
APP100509,"$199,803 ",26,T3,692,TX,"$1,210,999 ",MTG-JB,40,FALSE,FALSE,FALSE,Review,2/26/2025
APP100510,"$214,208 ",99,T3,734,NC,"$1,922,713 ",MTG-JB,15.6,FALSE,FALSE,FALSE,Review,4/28/2024
APP100511,"$168,407 ",106,T2,799,NC,"$347,040 ",MTG-CV,23.2,FALSE,FALSE,FALSE,Approved,12/16/2025
APP100512,"$99,068 ",28,T1,816,FL,"$33,423 ",AUT-TT,18.8,FALSE,FALSE,FALSE,Approved,1/20/2026
APP100513,"$152,903 ",122,T5,549,CA,"$886,127 ",MTG-CV,43,FALSE,FALSE,FALSE,Declined,11/7/2026
APP100514,"$152,577 ",2,T3,689,NC,"$29,625 ",AUT-TR,19.3,FALSE,FALSE,FALSE,Review,5/22/2026
APP100515,"$175,752 ",227,T2,775,CA,"$25,153 ",AUT-SP,17.4,FALSE,FALSE,FALSE,Approved,12/17/2026
APP100516,"$106,819 ",48,T2,756,FL,"$11,117 ",CRD-ST,21.2,FALSE,FALSE,FALSE,Approved,2/28/2026
APP100517,"$38,382 ",245,T5,371,FL,"$91,189 ",AUT-TR,44.2,FALSE,FALSE,FALSE,Declined,5/2/2025
APP100518,"$220,597 ",159,T2,749,TX,"$232,595 ",MTG-FH,24.7,FALSE,FALSE,FALSE,Approved,8/2/2024
APP100519,"$177,510 ",302,T3,699,TX,"$1,658,969 ",MTG-JB,29.8,FALSE,FALSE,FALSE,Review,9/8/2024
APP100520,"$226,400 ",292,T1,805,NC,"$19,428 ",AUT-TT,15.2,TRUE,FALSE,FALSE,Approved,7/16/2024
APP100521,"$152,422 ",175,T4,656,NC,"$13,445 ",CRD-ST,46.6,FALSE,TRUE,FALSE,Review,8/15/2025
APP100522,"$133,013 ",246,T2,768,NC,"$340,489 ",MTG-CV,32.9,FALSE,FALSE,FALSE,Approved,2/17/2026
APP100523,"$222,640 ",252,T4,643,NC,"$1,231 ",CRD-SC,49,FALSE,FALSE,FALSE,Review,2/16/2026
APP100524,"$183,875 ",29,T5,604,CA,"$17,826 ",CRD-EL,50,FALSE,FALSE,FALSE,Declined,11/25/2026
APP100525,"$185,016 ",320,T3,730,NC,"$1,973,779 ",MTG-JB,34.1,TRUE,FALSE,FALSE,Review,7/10/2024
APP100526,"$202,455 ",187,T4,644,FL,"$34,429 ",AUT-SP,43.2,FALSE,FALSE,FALSE,Review,2/8/2026
APP100527,"$100,212 ",79,T4,648,FL,"$1,536,251 ",MTG-JB,24,FALSE,FALSE,FALSE,Review,5/3/2026
APP100528,"$104,863 ",24,T5,520,CA,"$334,208 ",MTG-FH,48.5,FALSE,FALSE,TRUE,Declined,2/26/2024
APP100529,"$54,936 ",120,T2,771,FL,"$697,446 ",MTG-CV,24.8,FALSE,FALSE,FALSE,Approved,11/16/2026
APP100530,"$40,791 ",266,T5,556,TX,"$36,582 ",AUT-TR,28.2,FALSE,TRUE,FALSE,Declined,12/28/2025
APP100531,"$178,649 ",257,T3,710,CA,$717 ,CRD-SC,18.3,FALSE,FALSE,FALSE,Review,7/31/2024
APP100532,"$199,521 ",86,T5,370,CA,"$581,827 ",MTG-CV,39.5,FALSE,FALSE,TRUE,Declined,9/20/2026
APP100533,"$184,743 ",46,T4,629,CA,"$23,367 ",AUT-TT,40.1,FALSE,FALSE,FALSE,Review,1/9/2024
APP100534,"$114,065 ",71,T1,850,FL,"$19,560 ",CRD-EL,21.6,FALSE,FALSE,FALSE,Approved,3/14/2024
APP100535,"$58,860 ",23,T5,462,NC,"$24,860 ",AUT-TT,54.5,FALSE,FALSE,FALSE,Declined,12/10/2025
APP100536,"$68,254 ",251,T3,699,FL,"$245,526 ",MTG-CV,40.4,FALSE,FALSE,FALSE,Review,11/22/2024
APP100537,"$234,875 ",355,T3,696,NC,"$3,353 ",CRD-ST,16.5,FALSE,FALSE,FALSE,Review,11/19/2024
APP100538,"$93,057 ",357,T4,649,CA,"$11,687 ",CRD-ST,27.4,FALSE,FALSE,FALSE,Review,5/1/2024
APP100539,"$72,047 ",337,T3,706,NC,"$313,632 ",MTG-FH,18.7,FALSE,FALSE,FALSE,Review,8/1/2026
APP100540,"$238,975 ",43,T4,658,NC,"$30,044 ",AUT-SP,37.4,FALSE,FALSE,FALSE,Review,8/27/2026
APP100541,"$122,512 ",229,T2,756,TX,"$463,106 ",MTG-FH,31.9,TRUE,FALSE,FALSE,Approved,12/3/2025
APP100542,"$206,592 ",47,T4,640,NC,$859 ,CRD-SC,23.5,FALSE,TRUE,TRUE,Review,8/26/2026
APP100543,"$147,163 ",182,T4,669,FL,"$49,575 ",AUT-TR,28.2,FALSE,FALSE,FALSE,Review,2/2/2024
APP100544,"$190,706 ",171,T2,776,CA,"$36,928 ",AUT-TT,14.7,FALSE,FALSE,FALSE,Approved,6/22/2026
APP100545,"$181,815 ",267,T4,632,CA,"$53,407 ",AUT-TT,33.6,FALSE,TRUE,TRUE,Review,1/16/2024
APP100546,"$103,927 ",261,T3,684,CA,"$36,104 ",AUT-TT,38.2,FALSE,FALSE,FALSE,Review,2/18/2025
APP100547,"$51,480 ",217,T5,316,NC,"$19,836 ",CRD-EL,25.4,FALSE,FALSE,FALSE,Declined,11/5/2025
APP100548,"$240,659 ",214,T4,664,FL,"$320,369 ",MTG-FH,43.4,FALSE,FALSE,TRUE,Review,9/6/2024
APP100549,"$207,814 ",72,T3,722,NC,"$272,966 ",MTG-CV,28.5,FALSE,FALSE,FALSE,Review,11/16/2024
APP100550,"$246,557 ",266,T3,686,CA,"$36,505 ",CRD-EL,29.4,FALSE,FALSE,FALSE,Review,5/24/2025
APP100551,"$249,783 ",1,T3,730,FL,"$1,630,777 ",MTG-JB,26.5,FALSE,FALSE,FALSE,Review,8/6/2026
APP100552,"$158,159 ",195,T3,683,FL,"$1,785,211 ",MTG-JB,25.9,FALSE,FALSE,TRUE,Review,11/2/2026
APP100553,"$81,125 ",135,T4,661,FL,"$73,114 ",AUT-TR,47.2,FALSE,FALSE,FALSE,Review,5/28/2024
APP100554,"$182,354 ",226,T1,827,NC,"$57,691 ",AUT-TR,18.1,FALSE,FALSE,FALSE,Approved,9/1/2025
APP100555,"$59,309 ",202,T3,689,TX,"$19,379 ",CRD-EL,15.7,FALSE,FALSE,FALSE,Review,6/26/2026
APP100556,"$119,525 ",354,T2,770,CA,"$256,819 ",MTG-FH,13.2,FALSE,FALSE,FALSE,Approved,10/4/2024
APP100557,"$148,697 ",275,T3,733,FL,"$1,093,982 ",MTG-JB,35.9,FALSE,FALSE,FALSE,Review,7/1/2025
APP100558,"$135,242 ",39,T1,823,CA,"$22,257 ",AUT-TT,9.7,TRUE,FALSE,FALSE,Approved,3/9/2024
APP100559,"$221,879 ",111,T1,808,FL,"$10,224 ",CRD-EL,19.5,FALSE,FALSE,FALSE,Approved,2/12/2025
APP100560,"$163,660 ",325,T4,653,FL,"$450,044 ",MTG-FH,47.9,FALSE,FALSE,FALSE,Review,10/18/2024
APP100561,"$91,990 ",130,T1,842,CA,"$50,622 ",AUT-TT,19.9,FALSE,FALSE,FALSE,Approved,9/4/2024
APP100562,"$219,098 ",317,T1,827,NC,"$18,141 ",AUT-SP,21.3,TRUE,FALSE,FALSE,Approved,8/5/2025
APP100563,"$73,919 ",108,T2,745,CA,"$11,028 ",CRD-ST,12.1,FALSE,FALSE,FALSE,Approved,1/4/2026
APP100564,"$105,992 ",47,T4,677,TX,"$624,766 ",MTG-CV,38.8,FALSE,FALSE,FALSE,Review,12/7/2024
APP100565,"$105,857 ",114,T4,653,CA,"$419,354 ",MTG-FH,21.9,FALSE,FALSE,FALSE,Review,2/9/2024
APP100566,"$157,329 ",22,T1,803,NC,"$65,298 ",AUT-TR,13.8,FALSE,FALSE,FALSE,Approved,12/7/2026
APP100567,"$203,988 ",267,T3,725,TX,"$335,806 ",MTG-FH,20.6,FALSE,FALSE,FALSE,Review,1/12/2025
APP100568,"$88,548 ",241,T2,787,NC,"$197,168 ",MTG-FH,31.2,FALSE,FALSE,FALSE,Approved,6/7/2024
APP100569,"$42,879 ",302,T3,724,FL,"$425,489 ",MTG-FH,20.9,FALSE,FALSE,FALSE,Review,9/30/2024
APP100570,"$203,721 ",40,T3,685,TX,"$288,989 ",MTG-CV,40.4,FALSE,FALSE,FALSE,Review,10/23/2026
APP100571,"$249,627 ",34,T3,699,FL,"$28,348 ",CRD-EL,29.4,FALSE,FALSE,FALSE,Review,7/31/2024
APP100572,"$113,088 ",283,T3,736,NC,"$995,197 ",MTG-JB,38,FALSE,FALSE,FALSE,Review,12/19/2024
APP100573,"$236,385 ",72,T5,507,FL,"$1,681 ",CRD-SC,34.1,FALSE,TRUE,TRUE,Declined,4/1/2025
APP100574,"$95,053 ",261,T2,782,NC,"$46,386 ",CRD-EL,28.9,FALSE,FALSE,FALSE,Approved,10/2/2024
APP100575,"$152,803 ",280,T5,619,CA,"$58,149 ",AUT-TR,32.5,FALSE,FALSE,TRUE,Declined,4/9/2024
APP100576,"$229,629 ",319,T1,831,CA,"$32,832 ",AUT-TT,22.2,FALSE,FALSE,FALSE,Approved,8/16/2025
APP100577,"$227,042 ",291,T3,709,NC,"$302,648 ",MTG-CV,16.7,FALSE,FALSE,FALSE,Review,3/25/2025
APP100578,"$210,782 ",116,T1,838,NC,"$47,009 ",CRD-EL,8.3,FALSE,FALSE,FALSE,Approved,8/2/2026
APP100579,"$84,756 ",197,T1,847,NC,"$8,187 ",CRD-EL,17.1,FALSE,FALSE,FALSE,Approved,10/3/2026
APP100580,"$240,316 ",6,T2,746,CA,"$16,060 ",AUT-SP,26.3,FALSE,FALSE,FALSE,Approved,12/6/2024
APP100581,"$78,227 ",82,T3,696,TX,"$1,769,064 ",MTG-JB,41.5,FALSE,FALSE,FALSE,Review,8/22/2026
APP100582,"$241,556 ",265,T4,648,FL,"$403,564 ",MTG-FH,31.6,FALSE,FALSE,FALSE,Review,11/9/2024
APP100583,"$50,095 ",136,T5,541,NC,"$13,677 ",CRD-EL,35.3,FALSE,TRUE,TRUE,Declined,11/22/2026
APP100584,"$79,515 ",53,T1,807,TX,"$16,599 ",AUT-TT,27.3,FALSE,FALSE,FALSE,Approved,8/25/2026
APP100585,"$46,947 ",174,T5,400,FL,"$36,332 ",CRD-EL,51.6,FALSE,TRUE,FALSE,Declined,4/26/2024
APP100586,"$148,021 ",257,T5,460,FL,"$9,456 ",AUT-SP,39.5,FALSE,FALSE,FALSE,Declined,2/23/2026
APP100587,"$194,575 ",328,T4,620,NC,"$463,706 ",MTG-FH,22.3,FALSE,TRUE,FALSE,Review,3/25/2025
APP100588,"$203,545 ",2,T4,668,FL,"$27,362 ",AUT-TT,23.1,FALSE,FALSE,FALSE,Review,3/4/2025
APP100589,"$52,947 ",235,T1,814,FL,"$387,984 ",MTG-FH,12.6,TRUE,FALSE,FALSE,Approved,10/24/2024
APP100590,"$48,811 ",229,T3,708,CA,"$95,883 ",AUT-TR,40.9,FALSE,FALSE,FALSE,Review,7/20/2024
APP100591,"$61,136 ",283,T1,835,NC,"$28,370 ",AUT-SP,18.6,FALSE,FALSE,FALSE,Approved,10/24/2024
APP100592,"$58,814 ",4,T3,686,NC,"$3,605 ",CRD-ST,36.7,FALSE,FALSE,FALSE,Review,6/27/2025
APP100593,"$65,914 ",62,T4,670,FL,"$5,436 ",CRD-ST,29,FALSE,FALSE,TRUE,Review,2/3/2024
APP100594,"$224,719 ",120,T5,453,CA,"$712,047 ",MTG-CV,47.2,FALSE,FALSE,FALSE,Declined,3/10/2024
APP100595,"$202,230 ",22,T1,805,NC,"$1,681,296 ",MTG-JB,13.4,FALSE,FALSE,FALSE,Approved,4/1/2024
APP100596,"$83,862 ",189,T3,735,CA,"$8,031 ",CRD-EL,17.4,TRUE,FALSE,FALSE,Review,1/2/2024
APP100597,"$210,090 ",8,T5,526,CA,"$11,889 ",CRD-ST,39.4,FALSE,FALSE,FALSE,Declined,8/6/2025
APP100598,"$197,312 ",177,T3,733,NC,"$25,649 ",AUT-SP,23.6,FALSE,FALSE,FALSE,Review,10/5/2025
APP100599,"$100,504 ",197,T2,775,NC,"$1,969 ",CRD-SC,14.9,FALSE,FALSE,FALSE,Approved,1/30/2025
